age,education_level,occupation,years_of_experience,hours_per_week,gender,country,industry,salary
35,Bachelor's,Data Analyst,16.1,42.9,Female,Australia,Finance,164339.17
30,High School,HR Specialist,7.3,43.4,Female,UK,Technology,114529.31
45,Bachelor's,HR Specialist,19.5,40.2,Male,Germany,Technology,138592.02
41,Master's,HR Specialist,5.0,26.1,Female,Australia,Retail,122925.17
29,High School,Financial Analyst,11.0,60.0,Male,USA,Technology,169252.34
36,Bachelor's,Product Manager,11.2,36.2,Male,UK,Manufacturing,139943.32
53,Bachelor's,HR Specialist,30.1,36.0,Male,India,Finance,67858.84
49,Master's,Sales Executive,15.7,36.7,Male,Germany,Manufacturing,121166.56
45,High School,HR Specialist,8.3,38.8,Female,Australia,Healthcare,103921.93
46,Bachelor's,HR Specialist,17.6,39.9,Male,Germany,Education,74341.09
48,Master's,Mechanical Engineer,17.8,48.4,Female,India,Healthcare,67990.87
43,Bachelor's,Operations Manager,16.4,44.8,Female,India,Healthcare,58905.03
45,High School,Customer Support,12.8,37.3,Female,Canada,Retail,79875.55
44,Bachelor's,Financial Analyst,10.6,37.8,Female,USA,Finance,194952.68
33,Bachelor's,Product Manager,6.5,38.4,Male,India,Education,43462.58
45,High School,Sales Executive,6.7,56.1,Female,Canada,Manufacturing,93315.14
56,Bachelor's,Product Manager,22.8,36.6,Female,Canada,Finance,184811.95
18,Master's,Customer Support,0.0,45.8,Other,Canada,Manufacturing,109217.52
60,Bachelor's,Customer Support,21.5,52.8,Female,India,Technology,64024.35
35,High School,Data Analyst,8.6,45.2,Female,Australia,Manufacturing,100836.91
37,Master's,Marketing Manager,7.8,41.4,Male,India,Finance,79482.03
18,Bachelor's,Operations Manager,0.0,48.2,Female,USA,Manufacturing,115722.56
32,Bachelor's,Product Manager,13.3,46.6,Female,Canada,Healthcare,152719.75
38,Master's,Sales Executive,15.6,47.0,Male,UK,Retail,135987.38
28,High School,Mechanical Engineer,3.4,49.0,Male,Germany,Education,76246.01
37,Bachelor's,Operations Manager,7.5,48.6,Female,USA,Technology,210883.89
39,Master's,Financial Analyst,12.8,35.9,Female,Germany,Education,126573.29
40,High School,HR Specialist,9.3,38.3,Male,USA,Finance,121688.88
25,Bachelor's,Operations Manager,4.1,53.2,Female,India,Education,33640.52
45,Bachelor's,Sales Executive,7.3,42.3,Female,UK,Finance,135051.46
32,Bachelor's,Operations Manager,3.2,30.8,Female,Germany,Technology,147707.33
41,Bachelor's,Data Analyst,15.7,36.3,Female,Canada,Education,108323.04
44,High School,Marketing Manager,13.6,46.3,Male,India,Finance,56054.77
47,High School,Operations Manager,17.4,44.4,Female,UK,Healthcare,120820.94
29,Master's,Software Engineer,6.7,39.1,Female,Australia,Retail,143110.62
21,Master's,HR Specialist,3.0,28.2,Female,UK,Education,95935.29
47,PhD,HR Specialist,21.0,55.2,Female,UK,Education,144728.49
47,Bachelor's,Customer Support,26.7,41.7,Female,Australia,Manufacturing,137193.37
19,Bachelor's,Sales Executive,0.0,44.3,Male,Canada,Finance,124830.64
46,Bachelor's,Customer Support,7.0,49.7,Female,USA,Education,105532.5
47,Bachelor's,Mechanical Engineer,12.7,31.4,Male,UK,Finance,168593.52
34,High School,Customer Support,10.3,43.4,Female,Germany,Education,65975.58
45,High School,HR Specialist,11.2,51.7,Male,Canada,Education,77198.81
30,Master's,Operations Manager,0.0,49.9,Female,Germany,Education,112518.84
34,PhD,Sales Executive,4.1,40.9,Female,India,Retail,51844.75
34,High School,Financial Analyst,4.8,45.1,Male,UK,Finance,134136.19
39,PhD,Financial Analyst,0.0,39.8,Female,India,Manufacturing,61852.02
19,Master's,Data Analyst,1.0,39.1,Female,UK,Education,124518.23
31,Bachelor's,Marketing Manager,8.0,52.8,Female,USA,Manufacturing,150034.48
34,Bachelor's,Sales Executive,6.0,36.1,Female,Canada,Manufacturing,107448.91
49,Master's,HR Specialist,13.0,47.2,Female,Canada,Education,108401.94
36,Master's,Operations Manager,14.1,42.9,Male,India,Finance,73017.35
34,PhD,Marketing Manager,4.2,38.0,Female,Germany,Finance,178591.58
48,High School,Mechanical Engineer,15.4,34.8,Male,UK,Education,79693.09
38,Bachelor's,Software Engineer,17.1,54.6,Female,Germany,Retail,140690.56
46,High School,Data Analyst,8.4,51.4,Female,USA,Manufacturing,115098.12
37,PhD,Marketing Manager,8.0,38.5,Female,UK,Manufacturing,175677.35
27,Master's,Software Engineer,2.6,36.9,Male,UK,Retail,146859.48
44,Bachelor's,Customer Support,16.6,45.6,Female,Germany,Manufacturing,102943.78
38,Bachelor's,Data Analyst,6.8,51.9,Male,Germany,Education,109006.24
30,Bachelor's,Product Manager,5.0,35.8,Male,USA,Education,121585.89
41,Bachelor's,Product Manager,12.3,49.6,Female,India,Finance,78856.67
34,Bachelor's,Marketing Manager,8.7,43.7,Male,Australia,Manufacturing,143734.9
48,Bachelor's,Operations Manager,12.4,42.2,Female,Germany,Retail,112935.17
48,Master's,Financial Analyst,12.5,43.4,Female,Australia,Retail,155563.58
24,Bachelor's,Operations Manager,1.1,50.6,Male,Canada,Retail,94905.47
26,High School,Operations Manager,2.8,53.0,Female,UK,Technology,121655.37
18,High School,Mechanical Engineer,0.0,25.2,Male,UK,Finance,103268.83
33,High School,Financial Analyst,7.0,49.6,Male,India,Manufacturing,43761.11
31,High School,Product Manager,8.1,40.4,Male,Germany,Manufacturing,120610.83
19,High School,Sales Executive,0.0,44.2,Male,India,Retail,25476.99
29,Bachelor's,Financial Analyst,7.7,23.4,Female,Germany,Retail,103621.87
55,Bachelor's,Mechanical Engineer,17.2,48.8,Male,UK,Manufacturing,130089.88
42,Bachelor's,Operations Manager,6.8,39.3,Male,Germany,Healthcare,131418.69
37,High School,Sales Executive,5.5,46.2,Female,Australia,Healthcare,89454.65
30,Bachelor's,Operations Manager,6.1,54.8,Other,USA,Technology,223137.86
24,Bachelor's,Mechanical Engineer,5.2,43.8,Female,Canada,Technology,138535.32
48,Bachelor's,Software Engineer,14.1,44.2,Female,Australia,Finance,203031.82
48,High School,Sales Executive,8.6,42.3,Male,UK,Retail,82673.0
37,Bachelor's,Software Engineer,4.7,56.8,Male,Germany,Retail,118405.27
39,High School,Mechanical Engineer,6.9,48.9,Male,Germany,Finance,99489.35
30,High School,Sales Executive,7.6,44.3,Male,USA,Technology,139766.04
35,High School,Data Analyst,9.4,51.9,Female,Germany,Finance,115650.47
39,PhD,Customer Support,8.0,37.8,Male,Canada,Manufacturing,145386.12
45,Bachelor's,Data Analyst,6.5,40.3,Male,Germany,Retail,103622.04
33,Master's,Product Manager,6.0,29.9,Male,UK,Finance,210538.79
35,PhD,Data Analyst,8.7,23.0,Female,Germany,Technology,192023.11
49,Bachelor's,HR Specialist,13.9,29.2,Female,India,Finance,53363.9
44,High School,Sales Executive,17.6,45.5,Female,Australia,Technology,128071.26
51,Bachelor's,Marketing Manager,17.0,50.7,Male,UK,Finance,184892.09
33,PhD,Operations Manager,3.8,45.1,Male,Germany,Technology,191339.44
65,Bachelor's,Software Engineer,21.6,41.6,Male,UK,Technology,181747.74
30,Master's,Mechanical Engineer,1.6,40.1,Male,Australia,Manufacturing,150938.38
36,Master's,Customer Support,14.4,29.3,Male,Germany,Technology,133108.93
30,Bachelor's,Customer Support,7.0,51.7,Female,Germany,Education,80289.14
39,PhD,Mechanical Engineer,6.1,37.3,Male,USA,Technology,238797.83
36,Bachelor's,Marketing Manager,13.3,23.7,Female,Germany,Education,101929.48
65,Master's,Operations Manager,28.4,55.8,Female,Germany,Retail,154649.03
43,High School,Software Engineer,13.6,52.2,Female,USA,Healthcare,160047.76
36,Bachelor's,Software Engineer,6.9,49.2,Male,Canada,Retail,117794.81
43,Bachelor's,Data Analyst,19.7,41.8,Male,Canada,Healthcare,121253.31
64,High School,Data Analyst,24.0,35.3,Female,UK,Technology,148889.44
43,Master's,Marketing Manager,21.0,45.0,Male,Canada,Retail,142602.6
42,Bachelor's,Financial Analyst,20.8,46.9,Male,UK,Manufacturing,143460.47
57,High School,Sales Executive,17.3,51.4,Male,Canada,Technology,121528.02
44,Bachelor's,Software Engineer,8.5,36.9,Male,Canada,Manufacturing,122206.07
49,Master's,Financial Analyst,13.5,43.4,Male,UK,Healthcare,191423.0
27,Bachelor's,HR Specialist,0.9,58.5,Female,India,Education,35885.56
44,High School,Mechanical Engineer,11.6,38.9,Female,Germany,Education,85167.74
45,Master's,Financial Analyst,13.5,57.1,Male,Australia,Retail,160297.47
63,High School,HR Specialist,23.0,29.9,Male,USA,Healthcare,118395.76
44,High School,Marketing Manager,11.4,54.5,Male,USA,Healthcare,132331.38
37,Bachelor's,Mechanical Engineer,9.2,25.2,Female,USA,Finance,140206.88
31,High School,Software Engineer,11.7,51.4,Other,Germany,Healthcare,129992.29
44,High School,Software Engineer,21.7,42.9,Male,India,Healthcare,52357.0
41,PhD,Software Engineer,12.9,43.7,Female,Germany,Education,159158.32
42,High School,Product Manager,12.5,46.6,Male,UK,Healthcare,129439.0
50,High School,HR Specialist,16.2,55.7,Male,UK,Retail,81038.97
40,High School,Financial Analyst,12.8,54.1,Female,India,Retail,38215.15
18,Bachelor's,Marketing Manager,0.0,28.6,Male,Germany,Technology,145557.29
37,High School,Data Analyst,6.9,41.9,Male,Germany,Technology,133563.21
37,Master's,Financial Analyst,17.2,64.7,Male,India,Healthcare,83563.29
26,Master's,HR Specialist,3.6,39.7,Other,Australia,Education,97783.27
56,PhD,Product Manager,20.9,39.1,Male,Canada,Education,164846.3
34,Bachelor's,HR Specialist,5.2,47.7,Male,USA,Retail,101616.36
26,Master's,Mechanical Engineer,0.0,32.4,Female,UK,Manufacturing,152284.82
39,Bachelor's,Product Manager,12.0,50.3,Male,Germany,Retail,131076.6
41,PhD,Product Manager,3.5,39.1,Female,UK,Manufacturing,198936.82
36,Bachelor's,Data Analyst,8.7,48.6,Male,Australia,Manufacturing,133230.98
45,Master's,Data Analyst,9.2,40.8,Male,India,Education,48998.33
43,Bachelor's,Operations Manager,19.8,38.1,Female,Germany,Retail,107107.46
50,Master's,Customer Support,13.3,52.5,Female,Australia,Manufacturing,148853.84
35,Bachelor's,Mechanical Engineer,3.7,40.6,Female,Germany,Manufacturing,90752.26
36,Bachelor's,Customer Support,5.9,38.9,Male,Australia,Education,91116.18
41,Bachelor's,Customer Support,1.8,49.1,Male,USA,Finance,160910.79
28,High School,Sales Executive,3.8,42.3,Female,UK,Retail,95147.54
27,Bachelor's,Operations Manager,0.0,54.8,Male,Canada,Healthcare,133707.5
47,Bachelor's,Sales Executive,16.7,37.9,Male,UK,Manufacturing,130164.99
42,Bachelor's,Data Analyst,13.7,40.7,Male,USA,Finance,178572.49
58,High School,Product Manager,21.1,37.9,Male,UK,Technology,143196.92
27,Master's,Product Manager,6.4,40.2,Male,UK,Education,132291.45
48,Master's,Marketing Manager,13.5,46.1,Male,Australia,Finance,231201.09
27,High School,Marketing Manager,9.0,49.7,Male,Germany,Finance,117694.56
28,Master's,Operations Manager,0.0,51.6,Male,UK,Education,117407.35
35,Master's,Financial Analyst,10.7,40.6,Male,UK,Education,133304.55
29,High School,Operations Manager,7.7,37.4,Male,USA,Retail,90549.44
37,Bachelor's,Financial Analyst,7.7,41.5,Female,India,Finance,63085.6
25,High School,Data Analyst,0.4,37.9,Male,Germany,Technology,112941.61
55,Bachelor's,Product Manager,21.1,34.1,Female,USA,Healthcare,181711.15
43,Bachelor's,Sales Executive,13.7,53.7,Female,Canada,Technology,162636.62
18,Bachelor's,HR Specialist,0.0,32.4,Female,USA,Education,98909.02
24,Bachelor's,Financial Analyst,5.5,41.7,Male,India,Retail,49771.69
27,PhD,Mechanical Engineer,7.2,50.1,Female,USA,Healthcare,237806.29
37,Bachelor's,Operations Manager,6.6,52.2,Female,Australia,Technology,152144.13
24,Bachelor's,Financial Analyst,0.0,49.8,Male,Australia,Healthcare,141570.98
38,Master's,Operations Manager,9.9,47.1,Female,India,Retail,46362.08
37,Bachelor's,Mechanical Engineer,10.9,22.6,Female,Australia,Retail,115646.53
27,Master's,Mechanical Engineer,1.7,35.9,Male,Australia,Finance,162999.54
47,Bachelor's,Customer Support,18.8,47.0,Male,Germany,Healthcare,113004.61
34,Bachelor's,Operations Manager,6.9,36.4,Female,UK,Retail,101445.68
30,Master's,HR Specialist,3.4,42.0,Male,USA,Technology,198517.37
38,Bachelor's,Financial Analyst,4.4,42.7,Male,Germany,Finance,128208.07
38,High School,Mechanical Engineer,12.6,49.1,Male,Australia,Manufacturing,95885.36
33,Master's,Operations Manager,8.4,43.1,Male,Germany,Finance,192192.64
31,Master's,Customer Support,12.7,36.6,Male,USA,Retail,135927.34
31,Bachelor's,Sales Executive,7.2,41.2,Other,Canada,Manufacturing,108389.09
18,Bachelor's,HR Specialist,0.0,40.5,Male,Germany,Manufacturing,83288.82
45,Bachelor's,Data Analyst,16.6,48.2,Female,Australia,Manufacturing,138412.49
39,Bachelor's,Financial Analyst,8.4,28.3,Male,UK,Education,112776.71
40,Bachelor's,Marketing Manager,10.3,34.9,Male,Australia,Retail,108215.83
49,High School,Sales Executive,13.9,52.6,Female,UK,Healthcare,125528.86
37,Master's,HR Specialist,6.3,37.6,Male,India,Retail,46946.47
51,Bachelor's,Customer Support,18.4,41.2,Male,UK,Healthcare,139315.08
53,High School,Data Analyst,14.5,43.6,Male,Australia,Manufacturing,94759.29
52,Bachelor's,Data Analyst,19.1,42.3,Male,UK,Technology,169563.75
42,Bachelor's,Customer Support,21.6,35.5,Male,India,Healthcare,46563.62
42,High School,Customer Support,10.0,49.9,Female,Germany,Finance,92988.7
42,Master's,Mechanical Engineer,8.0,38.3,Other,Canada,Healthcare,166651.5
29,Bachelor's,Mechanical Engineer,6.5,59.1,Female,Germany,Manufacturing,139611.71
42,Bachelor's,Operations Manager,10.8,43.9,Female,Germany,Manufacturing,112495.91
31,Bachelor's,Marketing Manager,10.3,45.8,Female,Australia,Retail,112063.46
26,High School,Data Analyst,2.6,35.5,Male,UK,Retail,86784.74
38,Bachelor's,Sales Executive,6.6,43.3,Male,Australia,Retail,104841.38
25,High School,Mechanical Engineer,0.0,29.7,Male,India,Manufacturing,29856.56
44,Master's,Software Engineer,14.2,,Male,USA,Retail,177892.46
40,Bachelor's,Data Analyst,16.8,38.7,Male,Australia,Healthcare,150687.87
37,Master's,Customer Support,15.1,40.7,Male,India,Technology,60257.88
18,Bachelor's,Operations Manager,0.0,52.3,Female,Germany,Manufacturing,100592.62
26,Master's,HR Specialist,8.0,36.6,Female,Germany,Education,102118.03
22,Master's,Customer Support,4.0,20.0,Male,Canada,Manufacturing,102616.32
51,High School,Financial Analyst,11.2,46.7,Male,UK,Retail,111910.97
51,Master's,Operations Manager,14.8,41.3,Female,Germany,Education,115073.07
27,PhD,HR Specialist,8.3,46.7,Male,UK,Education,153904.42
35,High School,Mechanical Engineer,12.6,43.8,Female,India,Finance,41830.25
35,Bachelor's,Product Manager,14.1,38.2,Female,UK,Education,130159.67
39,High School,Customer Support,9.1,45.3,Male,USA,Technology,124678.63
34,Master's,Software Engineer,12.7,33.7,Female,India,Education,57273.19
45,Bachelor's,Data Analyst,16.4,38.7,Male,USA,Finance,175467.42
39,High School,Sales Executive,14.5,32.9,Female,Canada,Finance,106727.1
37,Master's,Customer Support,8.9,41.5,Male,Australia,Education,112495.37
29,Master's,Data Analyst,8.0,64.7,Female,India,Technology,85466.57
46,Bachelor's,Customer Support,16.8,44.5,Female,USA,Healthcare,148436.23
50,PhD,Financial Analyst,15.3,61.3,Male,UK,Education,162957.48
59,PhD,HR Specialist,18.9,40.0,Female,Australia,Education,132632.07
37,Master's,Customer Support,7.7,54.4,Female,Canada,Retail,111814.23
20,Master's,Financial Analyst,2.0,48.9,Male,Australia,Finance,219517.44
53,Bachelor's,Customer Support,14.0,36.5,Female,USA,Retail,104895.8
30,Master's,Operations Manager,11.7,46.6,Female,India,Healthcare,77597.03
41,Bachelor's,Financial Analyst,14.2,46.6,Male,UK,Technology,173396.78
52,High School,Product Manager,21.0,48.8,Female,Canada,Finance,148419.72
27,Master's,Sales Executive,5.7,31.4,Male,Canada,Manufacturing,137201.56
37,PhD,Product Manager,3.5,48.3,Male,Australia,Technology,230186.47
30,Master's,Financial Analyst,9.9,51.2,Male,Australia,Finance,207558.88
57,High School,Data Analyst,15.6,55.9,Female,Germany,Technology,126851.69
47,Bachelor's,Product Manager,11.9,,Female,UK,Technology,198558.96
34,Master's,Marketing Manager,2.7,32.8,Female,UK,Finance,180270.49
40,High School,HR Specialist,12.8,36.6,Male,India,Education,25365.21
35,Master's,HR Specialist,11.3,45.7,Male,Canada,Finance,168175.54
33,Bachelor's,Operations Manager,0.0,42.6,Female,UK,Retail,93931.08
36,Bachelor's,Marketing Manager,12.7,41.7,Male,Germany,Technology,182758.23
65,Master's,Financial Analyst,17.7,40.2,Male,Australia,Education,140570.34
39,Bachelor's,Data Analyst,12.2,35.8,Female,India,Education,39019.6
38,PhD,Product Manager,14.6,42.5,Female,USA,Retail,255969.81
40,Master's,Data Analyst,15.5,47.8,Male,UK,Technology,207534.91
37,High School,Operations Manager,1.8,26.2,Female,Germany,Finance,102614.51
37,Master's,Product Manager,10.2,39.3,Male,Australia,Manufacturing,176772.16
36,Master's,Mechanical Engineer,9.8,35.0,Male,Australia,Retail,129388.1
35,Master's,HR Specialist,12.3,57.4,Male,Australia,Education,126723.4
43,Bachelor's,Operations Manager,1.1,41.2,Other,USA,Finance,179214.19
23,Bachelor's,Customer Support,3.1,45.5,Female,India,Retail,35941.66
60,Master's,Software Engineer,24.5,29.3,Male,USA,Finance,258028.07
55,Master's,Data Analyst,11.1,44.9,Other,Australia,Education,128321.61
36,Bachelor's,Mechanical Engineer,15.2,48.5,Female,Germany,Education,115411.69
21,Bachelor's,Software Engineer,3.0,36.0,Other,Germany,Healthcare,139359.19
22,Bachelor's,Marketing Manager,4.0,39.5,Female,India,Retail,38613.14
27,Master's,Financial Analyst,4.5,42.4,Male,Canada,Technology,188041.04
32,Master's,Product Manager,3.8,27.1,Male,Canada,Education,126534.29
28,High School,Marketing Manager,0.0,40.7,Male,USA,Healthcare,118329.5
42,Bachelor's,HR Specialist,4.5,55.0,Female,Canada,Manufacturing,107459.34
46,Master's,Mechanical Engineer,10.0,47.3,Female,UK,Retail,130528.93
35,Master's,HR Specialist,15.3,45.1,Female,USA,Manufacturing,185397.59
37,Master's,Sales Executive,8.4,46.6,Male,Australia,Finance,172522.96
20,Bachelor's,Sales Executive,0.0,50.0,Male,Australia,Finance,141565.04
43,Bachelor's,Product Manager,18.7,28.7,Male,USA,Retail,153466.61
39,Bachelor's,Mechanical Engineer,8.0,30.4,Male,Australia,Retail,110336.0
30,Bachelor's,Data Analyst,4.9,29.0,Female,UK,Manufacturing,96631.37
32,Bachelor's,Marketing Manager,11.2,35.9,Female,USA,Finance,194433.73
34,High School,Software Engineer,10.2,27.9,Female,Germany,Education,81126.4
42,PhD,Marketing Manager,11.0,26.4,Male,UK,Finance,227783.28
37,Bachelor's,Customer Support,5.6,38.7,Other,Canada,Education,80086.8
31,Master's,Mechanical Engineer,5.5,48.7,Male,Germany,Technology,187955.42
36,PhD,Software Engineer,6.8,37.9,Male,USA,Technology,275211.4
34,Master's,Product Manager,4.6,42.7,Female,India,Manufacturing,67436.11
40,High School,Mechanical Engineer,6.7,38.3,Male,Germany,Education,64610.92
35,High School,Data Analyst,8.7,41.3,Male,India,Healthcare,37706.48
37,Bachelor's,Mechanical Engineer,17.3,34.5,Male,India,Retail,45918.2
34,High School,Software Engineer,8.1,29.6,Female,Germany,Technology,126679.26
36,Master's,Operations Manager,13.8,47.1,Male,India,Technology,78352.56
49,Bachelor's,Operations Manager,17.8,36.9,Female,Australia,Retail,103341.42
53,High School,Marketing Manager,20.4,50.0,Male,Germany,Retail,90166.01
30,Bachelor's,Operations Manager,2.6,43.5,Male,Australia,Education,108068.68
30,Bachelor's,Marketing Manager,5.7,63.9,Male,Australia,Education,116353.63
62,Master's,HR Specialist,19.2,37.8,Female,UK,Technology,199983.6
36,Master's,HR Specialist,7.6,45.3,Male,India,Technology,62117.76
42,Bachelor's,Customer Support,12.4,28.0,Female,India,Finance,56121.89
35,Bachelor's,HR Specialist,6.1,33.1,Female,Germany,Education,86073.5
45,High School,Data Analyst,13.2,46.7,Male,India,Finance,45045.29
23,PhD,Marketing Manager,0.0,36.3,Male,UK,Retail,156058.4
21,Bachelor's,Financial Analyst,0.2,34.5,Male,Canada,Retail,111645.73
43,Bachelor's,Sales Executive,21.2,42.7,Male,Germany,Technology,168578.94
53,Bachelor's,HR Specialist,15.6,36.0,Female,USA,Education,100196.69
21,High School,HR Specialist,1.9,46.5,Male,Germany,Manufacturing,75042.66
23,Bachelor's,Data Analyst,0.0,33.0,Female,India,Education,34650.79
37,Bachelor's,Sales Executive,14.1,43.5,Female,USA,Technology,188580.67
49,PhD,Sales Executive,17.6,46.1,Female,Germany,Healthcare,189005.18
18,Bachelor's,Customer Support,0.0,42.3,Male,India,Manufacturing,31099.08
38,Master's,Operations Manager,14.3,29.2,Male,Canada,Education,109415.89
57,High School,Financial Analyst,22.3,53.9,Female,Australia,Education,90851.88
41,Master's,Data Analyst,3.6,44.7,Female,UK,Retail,156502.57
45,Master's,Operations Manager,13.8,43.7,Male,India,Technology,78181.34
28,Master's,Financial Analyst,4.1,55.7,Female,UK,Healthcare,169542.69
55,Master's,Product Manager,17.5,41.4,Other,Germany,Retail,170006.52
37,High School,Customer Support,10.3,48.8,Other,Australia,Technology,113986.15
30,Bachelor's,Customer Support,3.4,48.8,Male,Germany,Technology,137944.1
33,PhD,Marketing Manager,3.5,50.9,Male,India,Education,66353.09
50,Bachelor's,Operations Manager,18.9,50.9,Female,Canada,Education,100936.65
28,High School,Marketing Manager,0.0,41.9,Female,Germany,Manufacturing,95378.68
43,Master's,Data Analyst,14.4,52.8,Male,Germany,Education,143746.75
34,High School,Software Engineer,3.3,47.8,Male,Canada,Education,71645.92
49,Bachelor's,Sales Executive,11.0,45.8,Female,Canada,Technology,150302.28
27,Bachelor's,Marketing Manager,3.0,32.1,Male,USA,Manufacturing,143154.85
32,Bachelor's,Data Analyst,0.0,46.3,Male,Canada,Finance,141567.01
38,Bachelor's,Financial Analyst,3.2,33.8,Male,USA,Education,132285.89
39,High School,Sales Executive,18.4,46.1,Male,India,Manufacturing,41279.72
46,Master's,Mechanical Engineer,18.5,30.0,Female,USA,Manufacturing,203575.67
31,Bachelor's,HR Specialist,8.5,30.3,Male,Australia,Finance,145617.28
42,Bachelor's,Product Manager,12.9,37.6,Female,Australia,Finance,189490.11
26,Bachelor's,Marketing Manager,0.0,41.1,Male,UK,Retail,101262.0
37,Bachelor's,Software Engineer,12.4,41.2,Female,UK,Healthcare,172203.28
60,Master's,HR Specialist,24.3,50.0,Male,UK,Education,116842.71
48,Master's,Customer Support,10.3,40.3,Male,Australia,Healthcare,140060.18
30,Master's,Customer Support,9.3,33.4,Female,UK,Healthcare,160729.79
43,Bachelor's,Sales Executive,14.8,38.3,Female,Australia,Technology,167881.78
41,High School,HR Specialist,14.5,49.4,Male,India,Education,30090.89
20,Bachelor's,Marketing Manager,0.0,39.2,Male,India,Finance,58490.31
39,PhD,Operations Manager,7.0,46.6,Female,Australia,Technology,218996.54
43,Bachelor's,Operations Manager,10.1,57.0,Male,India,Finance,58124.98
32,Bachelor's,Software Engineer,9.3,47.8,Female,Germany,Retail,117932.85
50,Bachelor's,Operations Manager,9.9,42.6,Female,Australia,Manufacturing,119102.49
46,High School,Mechanical Engineer,13.2,41.0,Male,UK,Retail,89690.31
57,PhD,Financial Analyst,19.5,48.0,Female,Germany,Manufacturing,185987.75
34,Bachelor's,Customer Support,3.0,44.0,Male,USA,Technology,144853.35
19,Bachelor's,HR Specialist,1.0,46.7,Male,Canada,Technology,125070.86
42,Bachelor's,Mechanical Engineer,6.9,40.0,Male,Canada,Retail,104756.39
18,Bachelor's,Software Engineer,0.0,27.8,Female,UK,Education,86019.81
35,High School,Software Engineer,8.4,48.9,Female,USA,Retail,108745.49
43,Bachelor's,Software Engineer,12.2,36.7,Female,Australia,Education,132196.64
48,Master's,Product Manager,8.5,47.1,Male,Australia,Finance,224055.32
39,High School,Software Engineer,16.2,51.3,Male,India,Technology,62794.9
31,Master's,Financial Analyst,0.5,35.4,Female,India,Manufacturing,55010.31
48,Bachelor's,Data Analyst,20.7,29.0,Male,Australia,Healthcare,132778.21
33,Bachelor's,Operations Manager,5.5,29.5,Male,Germany,Finance,123190.93
18,Bachelor's,Product Manager,0.0,49.9,Male,India,Retail,53549.76
41,Master's,Software Engineer,10.3,53.0,Female,USA,Healthcare,218107.34
31,High School,Data Analyst,2.2,43.1,Male,India,Manufacturing,38168.96
41,High School,Software Engineer,17.7,39.3,Male,Australia,Education,88895.51
45,Bachelor's,Product Manager,17.1,45.4,Male,UK,Retail,126338.24
53,Bachelor's,Mechanical Engineer,23.7,41.4,Female,Australia,Manufacturing,137931.84
30,Master's,HR Specialist,8.5,30.5,Male,Germany,Retail,130595.55
38,Master's,Financial Analyst,8.2,20.0,Male,UK,Retail,138339.58
18,Bachelor's,Mechanical Engineer,0.0,47.3,Male,Germany,Healthcare,119167.25
57,Bachelor's,Data Analyst,11.6,66.9,Male,India,Education,49432.92
42,Bachelor's,Sales Executive,4.4,37.4,Other,Australia,Education,102360.36
37,Bachelor's,Marketing Manager,4.3,46.1,Male,UK,Education,114628.85
43,High School,HR Specialist,14.6,40.0,Other,Germany,Education,77250.27
27,High School,Sales Executive,3.0,42.0,Male,Canada,Healthcare,100371.3
41,Bachelor's,Sales Executive,19.1,53.8,Female,India,Healthcare,62269.68
37,PhD,Customer Support,9.7,36.4,Male,UK,Manufacturing,143725.49
46,High School,Mechanical Engineer,12.9,47.4,Male,Canada,Healthcare,118084.67
38,High School,Software Engineer,6.0,44.1,Female,UK,Technology,135542.66
35,Bachelor's,Mechanical Engineer,14.7,34.4,Female,India,Retail,44671.76
35,Bachelor's,Software Engineer,6.0,43.1,Female,Australia,Education,126728.01
41,Bachelor's,Sales Executive,14.5,33.2,Female,Canada,Education,86725.6
33,High School,Data Analyst,11.5,29.3,Male,Germany,Finance,99554.21
46,Master's,Customer Support,16.2,39.4,Female,USA,Healthcare,192995.64
27,High School,Customer Support,7.9,41.6,Female,Australia,Retail,62896.34
43,Master's,HR Specialist,11.6,32.1,Male,Australia,Manufacturing,146838.84
27,Bachelor's,Customer Support,9.0,57.3,Female,USA,Retail,123052.47
47,Master's,Software Engineer,15.4,50.7,Other,Germany,Finance,185425.02
46,Master's,Marketing Manager,14.1,57.4,Male,Australia,Education,144287.31
23,Master's,Marketing Manager,3.4,40.8,Male,UK,Technology,199089.9
35,Bachelor's,Operations Manager,8.6,39.5,Female,India,Retail,46863.44
39,PhD,Product Manager,15.3,35.4,Female,Australia,Technology,246995.5
50,Master's,Product Manager,14.6,23.4,Female,UK,Manufacturing,176639.18
34,High School,Sales Executive,6.0,43.1,Female,UK,Education,82772.03
41,Bachelor's,Marketing Manager,13.6,36.6,Female,USA,Retail,153808.01
30,Master's,Marketing Manager,1.5,55.4,Male,USA,Technology,238857.36
47,High School,HR Specialist,13.3,32.9,Female,UK,Manufacturing,77961.35
46,Bachelor's,Mechanical Engineer,12.0,33.8,Male,Germany,Retail,105494.31
38,Bachelor's,Financial Analyst,9.1,48.7,Male,Australia,Finance,171284.43
26,High School,Marketing Manager,0.0,34.4,Female,Germany,Manufacturing,79871.63
21,Bachelor's,Sales Executive,1.0,49.0,Other,Canada,Healthcare,129576.45
42,Master's,Sales Executive,14.8,33.1,Male,Canada,Manufacturing,133637.69
32,Bachelor's,Marketing Manager,2.9,54.6,Male,Canada,Manufacturing,114067.69
